area,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,TOTAL 2001-2017
Mexico_Oaxaca_Dist. Tehuantepec,850,489,605,685,"1,118",673,"1,232",790,942,"1,226",510,"1,055",494,834,772,"1,338","2,634","16,247"
Mexico_Oaxaca_Dist. Teotitlan,101,91,91,87,143,159,98,117,164,138,140,151,184,95,107,149,520,"2,535"
Mexico_Oaxaca_Dist. Teposcolula,0,0,0,0,0,0,0,0,3,1,0,1,6,2,0,0,0,15
Mexico_Oaxaca_Dist. Tlacolula,198,88,83,119,206,154,251,190,144,97,74,186,54,53,24,43,96,"2,061"
Mexico_Oaxaca_Dist. Tlaxiaco,72,1,2,5,5,8,3,36,14,11,5,12,13,11,4,18,9,229
Mexico_Oaxaca_Dist. Tuxtepec,670,"1,014",625,498,"1,020","1,078",840,873,"1,376",806,"2,448",446,"1,150",927,"1,041","1,878","2,480","19,168"
Mexico_Oaxaca_Dist. Villa Alta,199,138,132,217,314,220,354,230,471,446,266,362,245,308,263,876,867,"5,909"
Mexico_Oaxaca_Dist. Yautepec,206,153,360,167,445,115,288,195,238,251,158,245,148,273,178,294,"1,731","5,444"
Mexico_Oaxaca_Dist. Zaachila,37,22,11,20,47,37,19,3,16,18,3,15,1,3,1,3,2,259
Mexico_Oaxaca_Dist. Zimatlan,64,30,84,57,82,46,44,30,41,29,45,50,9,12,7,13,36,683
Mexico_Puebla_Acajete,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Mexico_Puebla_Acateno,17,31,20,43,17,58,55,29,58,84,64,23,24,20,25,12,42,623
Mexico_Puebla_Acatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_Acatzingo,0,0,0,0,0,11,0,0,1,0,0,0,0,24,0,0,0,37
Mexico_Puebla_Acteopan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Puebla_Ahuacatlán,4,6,5,22,6,18,11,12,17,39,8,19,12,17,9,16,13,235
Mexico_Puebla_Ahuatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_Ahuazotepec,13,5,15,34,49,9,22,21,22,25,13,7,7,8,9,9,12,280
Mexico_Puebla_Ahuehuetitla,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mexico_Puebla_Ajalpan,9,9,4,10,6,6,6,4,13,12,3,17,15,12,31,59,39,255
Mexico_Puebla_Albino Zertuche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Puebla_Aljojuca,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Mexico_Puebla_Altepexi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_Amixtlán,6,2,3,4,7,6,6,3,2,18,6,1,6,6,3,6,7,92
Mexico_Puebla_Amozoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Aquixtla,3,1,2,3,42,15,3,6,3,6,2,7,5,3,4,2,7,113
Mexico_Puebla_Atempan,1,7,2,1,1,2,3,0,2,5,1,3,1,1,1,0,7,37
Mexico_Puebla_Atexcal,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3
Mexico_Puebla_Atlixco,0,0,0,0,0,1,1,0,1,0,0,0,2,1,0,3,3,12
Mexico_Puebla_Atoyatempan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Atzala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Atzitzihuacán,27,2,6,2,5,21,3,8,7,26,5,7,2,8,7,9,3,147
Mexico_Puebla_Axutla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_Ayotoxco de Guerrero,30,36,16,56,36,64,77,28,54,79,48,51,81,43,83,137,84,"1,004"
Mexico_Puebla_Calpan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mexico_Puebla_Caltepec,0,3,2,1,0,1,0,0,0,0,0,1,35,0,0,0,0,44
Mexico_Puebla_Camocuautla,1,1,3,1,1,5,2,0,1,10,1,3,2,3,0,2,11,48
Mexico_Puebla_Caxhuacan,1,1,1,7,0,2,4,1,2,6,1,3,3,4,0,6,2,44
Mexico_Puebla_Cañada Morelos,0,0,1,1,1,4,0,3,3,3,1,5,7,14,11,23,16,92
Mexico_Puebla_Chalchicomula de Sesma,60,15,8,5,1,5,2,1,16,15,7,4,2,2,0,0,7,151
Mexico_Puebla_Chapulco,0,0,1,0,0,0,0,1,3,1,0,0,6,6,5,7,3,35
Mexico_Puebla_Chiautla,2,0,0,1,0,0,0,1,0,0,1,0,5,6,0,0,0,17
Mexico_Puebla_Chiautzingo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_Chichiquila,0,0,1,0,0,1,1,0,0,2,1,1,0,1,0,2,4,14
Mexico_Puebla_Chiconcuautla,5,11,5,9,8,16,8,8,29,39,17,21,15,18,8,11,54,281
Mexico_Puebla_Chietla,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5
Mexico_Puebla_Chigmecatitlán,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
Mexico_Puebla_Chignahuapan,87,52,63,103,98,61,95,52,200,145,100,133,63,70,113,99,187,"1,721"
Mexico_Puebla_Chignautla,3,12,18,7,10,22,14,7,26,22,9,16,17,23,2,24,14,248
Mexico_Puebla_Chila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Chila de la Sal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Chilchotla,10,5,30,5,1,18,4,7,3,24,2,6,13,9,1,10,24,170
Mexico_Puebla_Chinantla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Coatepec,1,1,1,2,10,7,6,3,2,12,1,4,3,3,0,2,5,66
Mexico_Puebla_Coatzingo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Puebla_Cohetzala,0,0,0,1,2,1,1,2,2,1,1,2,1,0,0,0,0,13
Mexico_Puebla_Cohuecán,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_Coronango,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Coxcatlán,19,14,5,15,10,16,17,11,18,22,7,18,17,8,11,13,50,272
Mexico_Puebla_Coyomeapan,15,12,26,16,10,119,15,14,24,34,16,19,20,32,56,233,163,827
Mexico_Puebla_Coyotepec,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
Mexico_Puebla_Cuapiaxtla de Madero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mexico_Puebla_Cuautempan,0,2,2,5,7,12,4,1,5,13,3,8,1,3,2,4,10,81
Mexico_Puebla_Cuautinchán,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3
Mexico_Puebla_Cuautlancingo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Cuayuca de Andrade,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3
Mexico_Puebla_Cuetzalan del Progreso,13,27,34,64,10,34,42,23,43,78,33,25,30,15,10,35,61,578
Mexico_Puebla_Cuyoaco,0,1,2,0,1,1,3,3,4,5,4,1,2,2,6,2,0,37
Mexico_Puebla_Domingo Arenas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Eloxochitlán,11,6,18,12,27,52,13,25,38,36,57,48,28,39,48,302,105,865
Mexico_Puebla_Epatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Esperanza,8,2,3,2,1,13,2,8,9,16,4,10,10,20,12,28,21,169
Mexico_Puebla_Francisco Z. Mena,91,163,100,178,158,269,245,140,352,318,251,191,284,206,239,243,309,"3,738"
Mexico_Puebla_General Felipe Angeles,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,12
Mexico_Puebla_Guadalupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Guadalupe Victoria,1,0,0,1,2,5,0,0,6,0,0,1,2,2,6,1,5,31
Mexico_Puebla_Hermenegildo Galeana,3,3,2,16,3,11,9,2,6,18,5,10,28,11,6,8,5,145
Mexico_Puebla_Honey,2,3,1,2,6,3,5,4,4,5,4,5,5,5,2,5,6,69
Mexico_Puebla_Huaquechula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_Huatlatlauca,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Mexico_Puebla_Huauchinango,9,16,13,25,43,28,25,27,37,44,12,31,16,22,8,13,22,392
Mexico_Puebla_Huehuetla,6,8,9,17,3,20,22,4,13,20,4,7,10,8,8,9,9,176
Mexico_Puebla_Huehuetlán el Chico,0,0,1,1,1,1,0,2,0,0,0,1,1,0,0,1,0,8
Mexico_Puebla_Huehuetlán el Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_Huejotzingo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Hueyapan,5,8,5,8,1,18,24,3,20,30,6,7,22,10,6,25,21,220
Mexico_Puebla_Hueytamalco,32,97,91,140,60,198,168,77,128,298,132,120,96,54,51,79,88,"1,910"
Mexico_Puebla_Hueytlalpan,3,5,3,6,1,8,3,2,11,9,2,2,6,6,4,1,5,74
Mexico_Puebla_Huitzilan de Serdán,0,3,3,4,2,11,2,3,4,8,2,7,4,5,2,3,5,68
Mexico_Puebla_Huitziltepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Ignacio Allende,0,0,0,1,1,1,7,4,2,1,0,2,0,3,1,0,2,25
Mexico_Puebla_Ixcamilpa de Guerrero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_Ixcaquixtla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Ixtacamaxtitlán,6,3,2,13,6,19,3,6,5,11,15,13,12,0,0,3,34,152
Mexico_Puebla_Ixtepec,1,0,1,2,0,2,2,2,2,8,3,0,2,2,0,0,4,33
Mexico_Puebla_Izúcar de Matamoros,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Puebla_Jolalpan,0,0,0,0,1,0,2,0,4,1,1,2,2,2,0,1,1,17
Mexico_Puebla_Jonotla,3,4,3,10,3,6,3,2,7,13,3,8,10,5,7,10,15,111
Mexico_Puebla_Jopala,92,76,34,253,68,159,111,94,149,217,95,104,337,296,196,387,267,"2,936"
Mexico_Puebla_Juan C. Bonilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Mexico_Puebla_Juan Galindo,7,4,2,4,7,3,7,6,12,16,5,10,8,6,12,7,21,135
Mexico_Puebla_Juan N. Méndez,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
Mexico_Puebla_La Magdalena Tlatlauquitepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Lafragua,1,2,3,2,2,5,4,0,4,2,0,5,3,1,5,10,7,58
Mexico_Puebla_Los Reyes de Juárez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mexico_Puebla_Mazapiltepec de Juárez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Mixtla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mexico_Puebla_Molcaxac,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_Naupan,15,8,4,18,12,9,14,10,48,37,14,13,14,19,9,20,13,278
Mexico_Puebla_Nauzontla,1,0,1,2,1,1,3,2,3,7,1,4,23,13,8,2,0,70
Mexico_Puebla_Nealtican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Nicolás Bravo,2,7,6,10,4,33,4,12,10,32,12,14,14,29,18,25,43,275
Mexico_Puebla_Nopalucan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Mexico_Puebla_Ocotepec,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4
Mexico_Puebla_Ocoyucan,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Mexico_Puebla_Olintla,17,16,4,39,7,16,28,4,27,49,8,21,26,12,12,16,19,323
Mexico_Puebla_Oriental,0,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,8
Mexico_Puebla_Pahuatlán,8,8,2,3,10,8,19,4,9,20,4,6,9,13,2,13,22,160
Mexico_Puebla_Palmar de Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,21
Mexico_Puebla_Pantepec,183,184,113,173,147,253,473,102,393,236,313,159,454,392,754,531,419,"5,279"
Mexico_Puebla_Petlalcingo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Piaxtla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Puebla,0,0,0,1,0,1,1,0,0,0,1,1,7,5,1,5,1,26
Mexico_Puebla_Quecholac,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Mexico_Puebla_Quimixtlán,1,0,1,1,0,2,1,2,2,5,1,2,1,6,5,18,34,83
Mexico_Puebla_Rafael Lara Grajales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_San Andrés Cholula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_San Antonio Cañada,0,1,0,4,1,3,1,6,2,4,0,3,5,2,2,3,7,44
Mexico_Puebla_San Diego la Mesa Tochimiltzingo,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,7
Mexico_Puebla_San Felipe Teotlalcingo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_San Felipe Tepatlán,19,12,13,32,11,32,25,14,14,52,12,18,51,39,15,12,24,394
Mexico_Puebla_San Gabriel Chilac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_San Gregorio Atzompa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_San Jerónimo Tecuanipan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_San Jerónimo Xayacatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_San José Chiapa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_San José Miahuatlán,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
Mexico_Puebla_San Juan Atenco,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Mexico_Puebla_San Juan Atzompa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_San Martín Texmelucan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_San Martín Totoltepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_San Matías Tlalancaleca,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,5
Mexico_Puebla_San Miguel Ixitlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mexico_Puebla_San Miguel Xoxtla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mexico_Puebla_San Nicolás Buenos Aires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_San Nicolás de los Ranchos,1,0,0,0,0,0,1,0,0,0,1,1,0,1,2,2,12,21
Mexico_Puebla_San Pablo Anicano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_San Pedro Cholula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Mexico_Puebla_San Pedro Yeloixtlahuaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_San Salvador Huixcolotla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mexico_Puebla_San Salvador el Seco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_San Salvador el Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_San Sebastián Tlacotepec,26,34,38,80,107,88,42,73,74,103,76,81,50,74,70,166,147,"1,327"
Mexico_Puebla_Santa Catarina Tlaltempan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Santa Inés Ahuatempan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Puebla_Santa Isabel Cholula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Santiago Miahuatlán,0,0,0,0,0,0,0,12,0,0,0,0,5,1,0,0,0,19
Mexico_Puebla_Santo Tomás Hueyotlipan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mexico_Puebla_Soltepec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mexico_Puebla_Tecali de Herrera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Tecamachalco,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mexico_Puebla_Tecomatlán,3,1,0,2,0,0,0,3,0,1,0,1,0,0,0,0,0,12
Mexico_Puebla_Tehuacán,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,9
Mexico_Puebla_Tehuitzingo,0,0,0,1,2,0,0,2,2,0,0,1,3,4,0,1,0,15
Mexico_Puebla_Tenampulco,22,23,20,44,31,70,96,22,59,117,67,33,86,71,57,70,60,949
Mexico_Puebla_Teopantlán,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6
Mexico_Puebla_Teotlalco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Tepanco de López,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,5
Mexico_Puebla_Tepango de Rodríguez,2,0,11,7,4,6,6,6,3,18,4,6,4,4,7,5,8,103
Mexico_Puebla_Tepatlaxco de Hidalgo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Mexico_Puebla_Tepeaca,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
Mexico_Puebla_Tepemaxalco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_Tepeojuma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_Tepetzintla,1,1,1,1,1,2,1,0,2,2,1,2,1,1,0,1,1,16
Mexico_Puebla_Tepexco,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,5
Mexico_Puebla_Tepexi de Rodríguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_Tepeyahualco,1,1,1,4,0,2,4,0,3,1,1,0,0,0,5,0,12,35
Mexico_Puebla_Tepeyahualco de Cuauhtémoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Tetela de Ocampo,13,19,16,18,23,21,30,13,42,39,22,21,13,13,6,17,42,367
Mexico_Puebla_Teteles de Avila Castillo,2,2,1,15,2,2,4,1,4,9,1,5,1,3,7,11,6,75
Mexico_Puebla_Teziutlán,1,2,5,4,1,7,5,4,5,18,10,25,4,7,4,9,21,133
Mexico_Puebla_Tianguismanalco,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,6
Mexico_Puebla_Tilapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Tlachichuca,12,2,2,2,0,25,2,4,5,12,4,4,2,5,0,13,6,99
Mexico_Puebla_Tlacotepec de Benito Juárez,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
Mexico_Puebla_Tlacuilotepec,28,16,18,32,25,23,31,26,65,99,37,55,96,77,61,87,90,866
Mexico_Puebla_Tlahuapan,0,0,0,0,0,1,1,0,0,1,0,2,3,0,0,0,0,8
Mexico_Puebla_Tlaltenango,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Tlanepantla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mexico_Puebla_Tlaola,11,16,8,10,11,15,14,6,9,27,8,10,12,16,14,16,35,238
Mexico_Puebla_Tlapacoya,42,27,18,50,12,53,34,20,38,89,25,26,56,115,112,108,78,904
Mexico_Puebla_Tlapanalá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Tlatlauquitepec,19,7,11,12,8,25,22,19,25,44,14,15,17,34,15,31,45,364
Mexico_Puebla_Tlaxco,5,7,1,6,1,6,8,4,5,4,5,4,4,9,9,6,10,94
Mexico_Puebla_Tochimilco,5,0,0,1,1,0,1,1,2,2,3,2,2,2,3,5,82,111
Mexico_Puebla_Tochtepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Totoltepec de Guerrero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Tulcingo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_Tzicatlacoyan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Venustiano Carranza,93,147,63,67,136,105,148,94,207,173,170,97,204,132,184,246,119,"2,385"
Mexico_Puebla_Vicente Guerrero,3,1,2,10,2,12,8,7,12,22,11,11,17,41,25,27,33,245
Mexico_Puebla_Xalpan,94,109,39,132,88,175,182,104,204,152,148,166,194,166,216,394,226,"2,788"
Mexico_Puebla_Xayacatlán de Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Xicotepec,53,58,59,163,29,59,88,61,124,72,99,90,236,191,156,155,143,"1,837"
Mexico_Puebla_Xicotlán,16,25,12,43,16,38,59,11,19,100,32,26,22,28,20,39,39,544
Mexico_Puebla_Xiutetelco,5,27,37,7,14,9,15,10,9,39,102,15,18,7,9,24,47,391
Mexico_Puebla_Xochiapulco,2,5,8,6,6,4,13,5,10,14,5,16,1,1,1,4,3,104
Mexico_Puebla_Xochiltepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Xochitlán Todos Santos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_Xochitlán de Vicente Suárez,3,1,3,3,4,6,4,1,4,12,1,6,3,2,2,6,15,75
Mexico_Puebla_Yaonáhuac,5,15,2,20,7,14,13,6,45,29,13,11,8,11,8,21,29,256
Mexico_Puebla_Yehualtepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Puebla_Zacapala,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,5
Mexico_Puebla_Zacapoaxtla,3,4,2,5,2,10,6,8,9,25,7,8,6,5,1,8,3,113
Mexico_Puebla_Zacatlán,24,12,27,42,41,42,43,39,58,79,13,55,29,33,21,34,36,628
Mexico_Puebla_Zapotitlán,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Mexico_Puebla_Zapotitlán de Méndez,1,1,2,2,1,3,4,1,5,13,1,3,2,3,1,0,3,44
Mexico_Puebla_Zaragoza,1,1,0,1,0,4,2,1,2,3,0,4,0,0,0,0,1,22
Mexico_Puebla_Zautla,14,17,16,19,14,20,10,11,20,11,10,8,1,3,2,5,7,189
Mexico_Puebla_Zihuateutla,19,32,28,40,26,37,48,14,53,41,49,69,101,83,79,75,103,897
Mexico_Puebla_Zinacatepec,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico_Puebla_Zoquiapan,0,0,2,2,2,2,1,1,2,6,1,1,1,2,0,0,0,24
Mexico_Puebla_Zoquitlan,23,11,15,17,13,20,13,16,23,26,22,23,62,67,83,835,219,"1,488"
Mexico_Querétaro_Amealco de Bonfin,5,1,1,1,0,0,0,0,0,0,0,1,12,2,1,0,0,25
Mexico_Querétaro_Arroyo Seco,8,2,7,12,1,7,5,9,9,16,4,30,15,9,1,9,6,148
Mexico_Querétaro_Cadereyta de Montes,5,2,2,3,10,3,6,3,3,4,1,9,6,1,1,1,1,59
Mexico_Querétaro_Colón,13,0,4,2,1,0,1,0,3,1,1,0,0,1,0,0,21,48
Mexico_Querétaro_Corregidora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Querétaro_El Marqués,10,1,1,2,0,0,1,1,1,0,0,0,2,4,2,2,1,27
Mexico_Querétaro_Ezequiel Montes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Querétaro_Huimilpan,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5
Mexico_Querétaro_Jalpan de Serra,16,3,23,10,55,10,32,19,38,32,44,78,14,4,5,122,45,549
Mexico_Querétaro_Landa de Matamoros,19,10,12,33,61,62,90,147,131,169,214,260,34,26,3,27,15,"1,315"
Mexico_Querétaro_Pedro Escobedo,8,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,16
Mexico_Querétaro_Peñamiller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mexico_Querétaro_Pinal de Amoles,13,0,3,17,18,5,9,7,4,7,5,21,10,17,18,10,15,179
Mexico_Querétaro_Querétaro,4,2,5,1,1,0,0,1,2,0,0,0,0,0,0,0,0,16
Mexico_Querétaro_San Joaquín,6,0,1,0,4,2,2,1,1,1,0,4,31,2,0,0,1,55
Mexico_Querétaro_San Juan del Río,56,0,3,6,0,3,7,1,3,2,4,1,0,1,0,0,0,86
Mexico_Querétaro_Tequisquiapan,7,1,1,1,2,0,2,0,0,2,1,0,0,0,0,0,0,17
Mexico_Querétaro_Tolimán,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Mexico_Quintana Roo_Benito Juárez,402,282,262,392,442,"5,648",788,"1,158",995,153,612,161,644,418,"3,614",243,294,"16,508"
Mexico_Quintana Roo_Cozumel,871,"1,266","1,023","1,130","1,702",799,"1,287","2,036","4,199",701,"1,019",912,"2,568","1,003","5,528","1,219","1,202","28,464"
Mexico_Quintana Roo_Felipe Carrillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico_Quintana Roo_Felipe Carrillo Puerto,"4,751","12,139","5,734","5,145","6,333","2,540","4,469","5,619","8,298","4,422","10,008","4,771","5,259","4,435","5,867","4,204","6,579","100,573"
Mexico_Quintana Roo_Isla Mujeres,61,81,130,148,205,"1,480",357,268,297,85,456,102,140,373,"1,264",121,168,"5,735"
Mexico_Quintana Roo_José María Morelos,"3,059","6,067","5,864","2,434","4,889","1,738","2,962","5,524","7,531","1,943","3,794","1,792","4,624","1,592","8,988","1,494","4,411","68,706"
